briefitem,bibid,systemfolder,objectid,vid,publisher,format,pdf_name,pdf,title,image_name,thumb,image,imageid,measurements,title_alternative,title_original,subject,source_institution,rights,rightsstatement,type,description_physical,note,permanentlink,language,date_modified,date_created,format_original,holding_location,genre,publication_date,Collection,description,short_description,reference_url
"","","","special376","","","image/jpeg","","","Mitch Silverman, 1992","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/58/00001/VBP174.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special376.html"
"","","","special377","","","image/jpeg","","","Mr. Low, September 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/77/00001/Blue061.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special377.html"
"","","","special378","","","image/jpeg","","","Nat Sci Labs 72","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/55/00001/SPF_001_004_00010.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special378.html"
"","","","special379","","","image/jpeg","","","Natalie Arsenault, 1992","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/36/00001/VBP005.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special379.html"
"","","","special380","","","image/jpeg","","","Natalie Arsenault, 1996","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/38/00001/VBP010.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special380.html"
"","","","special381","","","image/jpeg","","","Natural Sciences Building, Fall 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/65/00001/Admissions340.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special381.html"
"","","","special382","","","image/jpeg","","","Natural Sciences Building, Hanson, May 1973","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/64/00001/EC113.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special382.html"
"","","","special383","","","image/jpeg","","","Natural Sciences Building, November 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/63/00001/EC112.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special383.html"
"","","","special384","","","image/jpeg","","","Natural Sciences Lab, October 1972","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/66/00001/Blue048.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special384.html"
"","","","special385","","","image/jpeg","","","Natural Sciences, November 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/61/00001/EC109.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special385.html"
"","","","special386","","","image/jpeg","","","Natural Sciences Student, 1992","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/27/00001/Blue245.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special386.html"
"","","","special387","","","image/jpeg","","","Natural Sciences Student in Lab, 1992","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/02/00001/Blue135.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special387.html"
"","","","special388","","","image/jpeg","","","NC Art Class, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/98/00001/SF032.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special388.html"
"","","","special389","","","image/jpeg","","","NC Art Student, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/97/00001/SF029.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special389.html"
"","","","special390","","","image/jpeg","","","NC Art Student, November 1976","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/96/00001/SF028.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special390.html"
"","","","special391","","","image/jpeg","","","NC Class, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/90/00001/SF011.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special391.html"
"","","","special392","","","image/jpeg","","","NC Commencement, D. Berggren, May 1986","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/68/00001/Red061.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special392.html"
"","","","special393","","","image/jpeg","","","NC Commencement, D. Chambliss, May 1986","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/58/00001/E168.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special393.html"
"","","","special394","","","image/jpeg","","","NC Commencement, G. O&#39;Brien, May 1986","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/60/00001/E193.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special394.html"
"","","","special395","","","image/jpeg","","","NC Commencement, H. McGregor, May 1986","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/59/00001/E170.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special395.html"
"","","","special396","","","image/jpeg","","","NC Commencement, J. Moseley, May 1986","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/61/00001/E208.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special396.html"
"","","","special397","","","image/jpeg","","","NC Commencement, May 1986","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/56/00001/E162.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special397.html"
"","","","special398","","","image/jpeg","","","NC Commencement, R. Benedetti, May 1986","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/57/00001/E163.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special398.html"
"","","","special399","","","image/jpeg","","","NC Commencement, Rev. Marston, May 1986","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/67/00001/Red046.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special399.html"
"","","","special400","","","image/jpeg","","","NC Drama, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/77/00001/SF199.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special400.html"
"","","","special401","","","image/jpeg","","","NC Faculty, Lynndon Clough, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/34/00001/Blue265.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special401.html"
"","","","special402","","","image/jpeg","","","NC Faculty, Professor Lynndon Clough, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/36/00001/Blue267.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special402.html"
"","","","special403","","","image/jpeg","","","NC Faculty, T. Estler, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/13/00001/SF299.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special403.html"
"","","","special404","","","image/jpeg","","","NC Foundation, Trustee Meeting, November 11, 1983","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/78/00001/Red179.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special404.html"
"","","","special405","","","image/jpeg","","","NC Grad, Terry Sullivan, July 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/89/00001/SF244.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special405.html"
"","","","special406","","","image/jpeg","","","NC Graduation, 1989","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/65/00001/Red030.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special406.html"
"","","","special407","","","image/jpeg","","","NC Music Student, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/45/00001/Blue368.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special407.html"
"","","","special408","","","image/jpeg","","","NC Orientation, October 1978","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/11/00001/Blue224.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special408.html"
"","","","special409","","","image/jpeg","","","NC Orientation, September 1982","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/12/00001/Blue229.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special409.html"
"","","","special410","","","image/jpeg","","","NC Orientation, Undated","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/13/00001/Blue230.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special410.html"
"","","","special411","","","image/jpeg","","","NC Professor Lynndon Clough, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/35/00001/Blue266.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special411.html"
"","","","special412","","","image/jpeg","","","NC Provost R. Benedetti, October 1986","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/29/00001/SF324.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special412.html"
"","","","special413","","","image/jpeg","","","NC Rowing, Fall 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/44/00001/Admissions044.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special413.html"
"","","","special414","","","image/jpeg","","","NC String Quartet","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/54/00001/SPF_001_004_00001.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special414.html"
"","","","special415","","","image/jpeg","","","NC String Quartet, January 1980","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/12/00001/SF065.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special415.html"
"","","","special416","","","image/jpeg","","","NC Student &amp; Dr. Soo Bong Chae, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/29/00001/Blue259.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special416.html"
"","","","special417","","","image/jpeg","","","NC Student &amp; Dr. Stevens, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/18/00001/SF311.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special417.html"
"","","","special418","","","image/jpeg","","","NC Student &amp; Faculty, Dr. Dana Stevens, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/33/00001/SF333.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special418.html"
"","","","special419","","","image/jpeg","","","NC Student &amp; Professor R. Riddle, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/21/00001/SF314.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special419.html"
"","","","special420","","","image/jpeg","","","NC Student &amp; Professor Ron Riddle, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/28/00001/SF321.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special420.html"
"","","","special421","","","image/jpeg","","","NC Student, Art Class, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/95/00001/SF026.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special421.html"
"","","","special422","","","image/jpeg","","","NC Student, August 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/42/00001/Blue362.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special422.html"
"","","","special423","","","image/jpeg","","","NC Student, Bay, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/06/00001/SF055.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special423.html"
"","","","special424","","","image/jpeg","","","NC Student, Bayfront, May 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/16/00001/SF078.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special424.html"
"","","","special425","","","image/jpeg","","","NC Student, Ceramics, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/01/00001/SF044.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special425.html"
"","","","special426","","","image/jpeg","","","NC Student, Class, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/47/00001/Blue372.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special426.html"
"","","","special427","","","image/jpeg","","","NC Student, Drama, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/48/00001/Blue373.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special427.html"
"","","","special428","","","image/jpeg","","","NC Student, Exterior, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/50/00001/SF127.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special428.html"
"","","","special429","","","image/jpeg","","","NC Student Exterior, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/94/00001/SF021.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special429.html"
"","","","special430","","","image/jpeg","","","NC Student, Exterior, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/15/00001/SF076.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special430.html"
"","","","special431","","","image/jpeg","","","NC Student, July 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/62/00001/Blue043.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special431.html"
"","","","special432","","","image/jpeg","","","NC Student, Lab, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/54/00001/Blue026.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special432.html"
"","","","special433","","","image/jpeg","","","NC Student, Lab, March 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/87/00001/SF241.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special433.html"
"","","","special434","","","image/jpeg","","","NC Student, Lab, November 1979","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/65/00001/Blue046.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special434.html"
"","","","special435","","","image/jpeg","","","NC Student, Lab Scene, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/58/00001/Blue035.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special435.html"
"","","","special436","","","image/jpeg","","","NC Student Lab, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/53/00001/SF134.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special436.html"
"","","","special437","","","image/jpeg","","","NC Student, Library, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/43/00001/Blue010.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special437.html"
"","","","special438","","","image/jpeg","","","NC Student, Library, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/21/00001/SF087.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special438.html"
"","","","special439","","","image/jpeg","","","NC Student, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/37/00001/Blue355.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special439.html"
"","","","special440","","","image/jpeg","","","NC Student, May 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/84/00001/SF233.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special440.html"
"","","","special441","","","image/jpeg","","","NC Student, Move-in, August 1989","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/10/00001/Blue217.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special441.html"
"","","","special442","","","image/jpeg","","","NC Student, Music, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/44/00001/Blue367.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special442.html"
"","","","special443","","","image/jpeg","","","NC Student, Music, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/43/00001/Blue363.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special443.html"
"","","","special444","","","image/jpeg","","","NC Student, Racquetball, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/44/00001/Blue011.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special444.html"
"","","","special445","","","image/jpeg","","","NC Student, September 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/41/00001/SF116.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special445.html"
"","","","special446","","","image/jpeg","","","NC Student, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/38/00001/Blue357.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special446.html"
"","","","special447","","","image/jpeg","","","NC Student, Tennis, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/51/00001/Blue023.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special447.html"
"","","","special448","","","image/jpeg","","","NC Students &amp; Professor D. Stevens, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/30/00001/SF326.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special448.html"
"","","","special449","","","image/jpeg","","","NC Students &amp; Professor Lynndon Clough, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/33/00001/Blue264.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special449.html"
"","","","special450","","","image/jpeg","","","NC Students, August 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/41/00001/Blue361.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special450.html"
"","","","special451","","","image/jpeg","","","NC Students, Class, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/50/00001/Blue022.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special451.html"
"","","","special452","","","image/jpeg","","","NC Students, Drama, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/29/00001/SF097.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special452.html"
"","","","special453","","","image/jpeg","","","NC Students, East Campus Exterior, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/71/00001/Blue054.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special453.html"
"","","","special454","","","image/jpeg","","","NC Students, Exterior, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/81/00001/SF229.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special454.html"
"","","","special455","","","image/jpeg","","","NC Students, Exterior, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/17/00001/SF082.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special455.html"
"","","","special456","","","image/jpeg","","","NC Students, HC, July 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/03/00001/SF047.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special456.html"
"","","","special457","","","image/jpeg","","","NC Students Interior, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/05/00001/SF054.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special457.html"
"","","","special458","","","image/jpeg","","","NC Students, Interior, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/80/00001/SF223.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special458.html"
"","","","special459","","","image/jpeg","","","NC Students, Lab, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/57/00001/Blue034.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special459.html"
"","","","special460","","","image/jpeg","","","NC Students, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/39/00001/Blue359.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special460.html"
"","","","special461","","","image/jpeg","","","NC Students, Music &amp; Professor R. Riddle, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/26/00001/SF319.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special461.html"
"","","","special462","","","image/jpeg","","","NC Students, Racquetball, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/46/00001/Blue015.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special462.html"
"","","","special463","","","image/jpeg","","","NC Students, Raquetball, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/45/00001/Blue012.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special463.html"
"","","","special464","","","image/jpeg","","","NC Students, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/40/00001/Blue360.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special464.html"
"","","","special465","","","image/jpeg","","","NC Students, West Campus Exterior, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/14/00001/SF074.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special465.html"
"","","","special466","","","image/jpeg","","","NC Students/Class, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/89/00001/SF010.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special466.html"
"","","","special467","","","image/jpeg","","","NC Summer Seminar for High School Students, July 1984","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue064.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special467.html"
"","","","special468","","","image/jpeg","","","NC Thesis Room, Fall 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions058.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special468.html"
"","","","special469","","","image/jpeg","","","NCF Trustee Meeting, November 11, 1983","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red176.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special469.html"
"","","","special470","","","image/jpeg","","","New Caples, Fall 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/57/00001/Admissions197.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special470.html"
"","","","special471","","","image/jpeg","","","New College, 2001","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree003.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special471.html"
"","","","special472","","","image/jpeg","","","New College architect announced","","http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_003_0003_00001.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special472.html"
"","","","special473","","","image/jpeg","","","New College Campus, September 1985","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/13/00001/Wallace038.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special473.html"
"","","","special474","","","image/jpeg","","","New College Classroom Area, Undated","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/30/00001/Blue260.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special474.html"
"","","","special475","","","image/jpeg","","","New College Dorms, Undated","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/91/00001/SF246.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special475.html"
"","","","special476","","","image/jpeg","","","New College Graduation, May 2002","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/52/00001/E001.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special476.html"
"","","","special477","","","image/jpeg","","","New College Library Association Book Fair, June 1988","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/04/00001/Blue159.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special477.html"
"","","","special478","","","image/jpeg","","","New College Move-in Day, August 1989","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/09/00001/Blue214.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special478.html"
"","","","special479","","","image/jpeg","","","New College Progress Photos","","http://ncf.sobek.ufl.edu/content/AA/00/02/64/48/00001/East_0001.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special479.html"
"","","","special480","","","image/jpeg","","","New College String Quartet Concert, May 6, 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/13/00001/SF073.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special480.html"
"","","","special481","","","image/jpeg","","","New College Student, Lab, November 1979","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/03/00001/SF279.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special481.html"
"","","","special482","","","image/jpeg","","","New College Viewbook, Admissions, 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/38/00001/AdmissionsThree082.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special482.html"
"","","","special483","","","image/jpeg","","","New College Viewbook, Cover, 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/37/00001/AdmissionsThree049.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special483.html"
"","","","special484","","","image/jpeg","","","New College Viewbook, Intro, Statue, 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/41/00001/AdmissionsThree096.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special484.html"
"","","","special485","","","image/jpeg","","","New College Viewbook, Life on Campus, 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/36/00001/AdmissionsThree022.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special485.html"
"","","","special486","","","image/jpeg","","","New College Viewbook, Life on Campus, College Hall, Girl Reading, 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/39/00001/AdmissionsThree086.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special486.html"
"","","","special487","","","image/jpeg","","","New College Viewbook, Life on Campus, Rochelle on Bike, 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/35/00001/AdmissionsThree014.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special487.html"
"","","","special488","","","image/jpeg","","","New Library Entrance, April 1987","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/95/00001/Blue104.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special488.html"
