briefitem,bibid,systemfolder,objectid,vid,publisher,format,pdf_name,pdf,title,image_name,thumb,image,imageid,measurements,title_alternative,title_original,subject,source_institution,rights,rightsstatement,type,description_physical,note,permanentlink,language,date_modified,date_created,format_original,holding_location,genre,publication_date,Collection,description,short_description,reference_url
"","","","special186","","","image/jpeg","","","Dorms, September 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/01/00001/SF271.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special186.html"
"","","","special187","","","image/jpeg","","","Dort Drive, April 1976","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/70/00001/WC213.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special187.html"
"","","","special188","","","image/jpeg","","","Dort Drive, April 1978","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/02/00001/WC046.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special188.html"
"","","","special189","","","image/jpeg","","","Dort Drive, Febuary 1979","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/72/00001/WC215.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special189.html"
"","","","special190","","","image/jpeg","","","Dort Drive, March 1974","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/98/00001/WC042.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special190.html"
"","","","special191","","","image/jpeg","","","Dort Drive, May 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/73/00001/WC219.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special191.html"
"","","","special192","","","image/jpeg","","","Dort Drive, November 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/69/00001/WC211.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special192.html"
"","","","special193","","","image/jpeg","","","Dort Drive, October 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/79/00001/WC231.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special193.html"
"","","","special194","","","image/jpeg","","","Dort Drive, October 1979","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/80/00001/WC232.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special194.html"
"","","","special195","","","image/jpeg","","","Douglas Berggren","","http://ncf.sobek.ufl.edu/content/AA/00/02/61/70/00001/FTD_002_020_00002.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special195.html"
"","","","special196","","","image/jpeg","","","Downtown Sarasota, 1992","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/81/00001/Admissions2_003.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special196.html"
"","","","special197","","","image/jpeg","","","Dr. Al Beulig - NC (Biology)","","http://ncf.sobek.ufl.edu/content/AA/00/02/60/73/00001/FTD_002_021_00002.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special197.html"
"","","","special198","","","image/jpeg","","","Dr. Anthony Andrews (NC - Anthro)","","http://ncf.sobek.ufl.edu/content/AA/00/02/56/34/00001/SPF_001_003_00021.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special198.html"
"","","","special199","","","image/jpeg","","","Dr. Anthony Andrews with student","","http://ncf.sobek.ufl.edu/content/AA/00/02/56/36/00001/SPF_001_003_00029.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special199.html"
"","","","special200","","","image/jpeg","","","Dr. Bauer with Oscar, Psychology Class Research Dog, Doing a Training Task, May 1998","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/20/00001/Wallace096.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special200.html"
"","","","special201","","","image/jpeg","","","Dr. Benedetti, Student in Dr. Stevens Class, February 1978","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/71/00001/SF190.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special201.html"
"","","","special202","","","image/jpeg","","","Dr. Berggren","","http://ncf.sobek.ufl.edu/content/AA/00/02/61/71/00001/FTD_002_020_00003.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special202.html"
"","","","special203","","","image/jpeg","","","Dr. Berggren","","http://ncf.sobek.ufl.edu/content/AA/00/02/61/78/00001/FTD_002_020_00010.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special203.html"
"","","","special204","","","image/jpeg","","","Dr. Berggren","","http://ncf.sobek.ufl.edu/content/AA/00/02/61/73/00001/FTD_002_020_00005.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special204.html"
"","","","special205","","","image/jpeg","","","Dr. Berggren","","http://ncf.sobek.ufl.edu/content/AA/00/02/61/74/00001/FTD_002_020_00006.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special205.html"
"","","","special206","","","image/jpeg","","","Dr. Berggren","","http://ncf.sobek.ufl.edu/content/AA/00/02/61/75/00001/FTD_002_020_00007.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special206.html"
"","","","special207","","","image/jpeg","","","Dr. Cris Hassold (NC Art History)","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/45/00001/SPF_001_003_00081.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special207.html"
"","","","special208","","","image/jpeg","","","Dr. Deme and Dr. Riley with students","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/24/00001/HIST_EXTRA_002_011_00002.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special208.html"
"","","","special209","","","image/jpeg","","","Dr. Douglas Berggren","","http://ncf.sobek.ufl.edu/content/AA/00/02/61/69/00001/FTD_002_020_00001.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special209.html"
"","","","special210","","","image/jpeg","","","Dr. Douglas Berggren","","http://ncf.sobek.ufl.edu/content/AA/00/02/61/72/00001/FTD_002_020_00004.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special210.html"
"","","","special211","","","image/jpeg","","","Dr. Douglas Berggren, 1964","","http://ncf.sobek.ufl.edu/content/AA/00/02/61/76/00001/FTD_002_020_00008.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special211.html"
"","","","special212","","","image/jpeg","","","Dr. Douglas Berggren with student","","http://ncf.sobek.ufl.edu/content/AA/00/02/61/77/00001/FTD_002_020_00009.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special212.html"
"","","","special213","","","image/jpeg","","","Dr. Douglas Langston (NC Phil)","","http://ncf.sobek.ufl.edu/content/AA/00/02/62/54/00001/SPF_001_003_00106.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special213.html"
"","","","special214","","","image/jpeg","","","Dr. Glenn Cuomo","","http://ncf.sobek.ufl.edu/content/AA/00/02/62/52/00001/SPF_001_003_00105.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special214.html"
"","","","special215","","","image/jpeg","","","Dr. Laszlo Deme","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/23/00001/HIST_EXTRA_002_011_00001.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special215.html"
"","","","special216","","","image/jpeg","","","Dr. Laszlo Deme","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/34/00001/ME_044_001_00001.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special216.html"
"","","","special217","","","image/jpeg","","","Dr. Laszlo Deme","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/35/00001/ME_044_001_00002.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special217.html"
"","","","special218","","","image/jpeg","","","Dr. Laszlo Deme","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/27/00001/HIST_EXTRA_002_011_00005.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special218.html"
"","","","special219","","","image/jpeg","","","Dr. Laszlo Deme","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/28/00001/HIST_EXTRA_002_011_00007.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special219.html"
"","","","special220","","","image/jpeg","","","Dr. Laszlo Deme","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/29/00001/HIST_EXTRA_002_011_00008.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special220.html"
"","","","special221","","","image/jpeg","","","Dr. Laszlo Deme with students","","http://ncf.sobek.ufl.edu/content/AA/00/02/58/25/00001/HIST_EXTRA_002_011_00003.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special221.html"
"","","","special222","","","image/jpeg","","","Dr. Paul Scudder, Feb. 1985","","http://ncf.sobek.ufl.edu/content/AA/00/02/56/21/00001/SPF_001_003_00005.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special222.html"
"","","","special223","","","image/jpeg","","","Dr. Riddle with Student, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/20/00001/SF313.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special223.html"
"","","","special224","","","image/jpeg","","","Dr. Ron Riddle &amp; Student, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/24/00001/SF317.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special224.html"
"","","","special225","","","image/jpeg","","","Dr. Ron Riddle, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/23/00001/SF316.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special225.html"
"","","","special226","","","image/jpeg","","","Dr. Ron Riddle, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/27/00001/SF320.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special226.html"
"","","","special227","","","image/jpeg","","","Dr. Soo Bong Chae, 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/32/00001/Blue262.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special227.html"
"","","","special228","","","image/jpeg","","","Dr. Stephen Fischer-Galati, McArthur Chair, March 1988","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/32/00001/SF331.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special228.html"
"","","","special229","","","image/jpeg","","","Dr. Stevens &amp; Dr. Berggren, February 1978","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/74/00001/SF194.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special229.html"
"","","","special230","","","image/jpeg","","","Dr. Stevens, Class, February 1978","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/64/00001/SF175.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special230.html"
"","","","special231","","","image/jpeg","","","Dr. Stevens, Dr. Beneditti &amp; Student, February 1978","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/72/00001/SF191.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special231.html"
"","","","special232","","","image/jpeg","","","Dr. Stevens, Dr. Berggren, Dr. Benedetti, February 1978","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/75/00001/SF195.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special232.html"
"","","","special233","","","image/jpeg","","","Dr. Tony Andrews","","http://ncf.sobek.ufl.edu/content/AA/00/02/56/35/00001/SPF_001_003_00026.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special233.html"
"","","","special234","","","image/jpeg","","","Dr. Tony Andrews with student","","http://ncf.sobek.ufl.edu/content/AA/00/02/56/37/00001/SPF_001_003_00053.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special234.html"
"","","","special235","","","image/jpeg","","","E Building, January 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/58/00001/SF148.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special235.html"
"","","","special236","","","image/jpeg","","","&quot;E&quot; Building, May 1973","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/99/00001/WC268.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special236.html"
"","","","special237","","","image/jpeg","","","East campus concept","","http://ncf.sobek.ufl.edu/content/AA/00/02/64/63/00001/ARCH1_003_014_00001.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special237.html"
"","","","special238","","","image/jpeg","","","East Campus, December 1969","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/00/00001/EC231.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special238.html"
"","","","special239","","","image/jpeg","","","East Campus dorm models","","http://ncf.sobek.ufl.edu/content/AA/00/02/64/62/00001/ARCH1_003_013_00014.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special239.html"
"","","","special240","","","image/jpeg","","","East Campus Dorms, 1974","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/15/00001/EC251.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special240.html"
"","","","special241","","","image/jpeg","","","East Campus Dorms, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/16/00001/EC253.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special241.html"
"","","","special242","","","image/jpeg","","","East Campus Dorms, May 1967","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/07/00001/EC240.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special242.html"
"","","","special243","","","image/jpeg","","","East Campus Dorms, September 1982","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/17/00001/EC254.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special243.html"
"","","","special244","","","image/jpeg","","","East Campus Dorms, Undated","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/02/00001/EC235.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special244.html"
"","","","special245","","","image/jpeg","","","East Campus, Hamilton Center, September 1980","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/29/00001/EC295.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special245.html"
"","","","special246","","","image/jpeg","","","East Campus, Hamilton Center, September 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/40/00001/EC314.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special246.html"
"","","","special247","","","image/jpeg","","","East Campus, Hamilton Center, Student, September 1982","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/89/00001/EC217.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special247.html"
"","","","special248","","","image/jpeg","","","East Campus, Hamilton Center, Students, September 1982","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/92/00001/EC221.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special248.html"
"","","","special249","","","image/jpeg","","","East Campus, Nigh Shot, Undated","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/47/00001/EC329.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special249.html"
"","","","special250","","","image/jpeg","","","East campus, Pei dorms","","http://ncf.sobek.ufl.edu/content/AA/00/02/64/49/00001/East_Dorms_0001.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special250.html"
"","","","special251","","","image/jpeg","","","East Campus, Pei Dorms, September 1980","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/06/00001/EC239.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special251.html"
"","","","special252","","","image/jpeg","","","East Campus, Pool, March 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/14/23/00001/SF089.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special252.html"
"","","","special253","","","image/jpeg","","","East Campus Scene, November 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/01/00001/EC234.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special253.html"
"","","","special254","","","image/jpeg","","","Equipment Covered with Plastic, April 1987","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/19/00001/Blue237.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special254.html"
"","","","special255","","","image/jpeg","","","Faculty &amp; Student, November 1980","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/34/00001/SF335.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special255.html"
"","","","special256","","","image/jpeg","","","Fischer-Galati, March 1988","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/31/00001/SF328.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special256.html"
"","","","special257","","","image/jpeg","","","Fitness Center &amp; Pool, 1992","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/97/00001/Admissions2_307.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special257.html"
"","","","special258","","","image/jpeg","","","Flags, May 1998","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/32/00001/Wallace284.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special258.html"
"","","","special259","","","image/jpeg","","","Flags/Bridge, 1986","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/57/00001/WC174.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special259.html"
"","","","special260","","","image/jpeg","","","Flora, Fall 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/58/00001/Admissions215.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special260.html"
"","","","special261","","","image/jpeg","","","Foundation, Robertson Hall, Undated","","http://ncf.sobek.ufl.edu/content/NC/F0/00/17/07/00001/WC288.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special261.html"
"","","","special262","","","image/jpeg","","","Founder&#39;s Circle, January 1974","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/00/00001/WC044.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special262.html"
"","","","special263","","","image/jpeg","","","Founder&#39;s Circle, March 1974","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/03/00001/WC047.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special263.html"
"","","","special264","","","image/jpeg","","","Founder&#39;s Circle, November 1984","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/04/00001/WC049.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special264.html"
"","","","special265","","","image/jpeg","","","Frisbee Players, May 1998","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/23/00001/Wallace182.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special265.html"
"","","","special266","","","image/jpeg","","","Gate, April 1984","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/14/00001/WC094.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special266.html"
"","","","special267","","","image/jpeg","","","Gate, July 1984","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/16/00001/WC104.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special267.html"
"","","","special268","","","image/jpeg","","","Gate, Undated","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/50/00001/WC161.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special268.html"
"","","","special269","","","image/jpeg","","","Gate, West Campus, September 1980","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/49/00001/WC160.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special269.html"
"","","","special270","","","image/jpeg","","","Gate-USF, October 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/16/48/00001/WC159.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special270.html"
"","","","special271","","","image/jpeg","","","General Rolland V. Heiser, 1992","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/68/00001/VBP275.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special271.html"
"","","","special272","","","image/jpeg","","","General Spaatz, View West, April 1987","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/38/00001/Blue003.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special272.html"
"","","","special273","","","image/jpeg","","","George F. Baughman, March 1964","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/69/00001/VBP289.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special273.html"
"","","","special274","","","image/jpeg","","","Girls at College Hall, Fall 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/68/00001/Admissions402.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special274.html"
"","","","special275","","","image/jpeg","","","Government School, 1989","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/63/00001/E418.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special275.html"
"","","","special276","","","image/jpeg","","","Government Summer College, 1989","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/76/00001/Red122.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special276.html"
"","","","special277","","","image/jpeg","","","Government Summer College Kids, 1989","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/75/00001/Red103.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special277.html"
"","","","special278","","","image/jpeg","","","Graduation, 1992","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/85/00001/Admissions2_070.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special278.html"
"","","","special279","","","image/jpeg","","","Graduation, Early 1990s, Undated","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/84/00001/Admissions2_031.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special279.html"
"","","","special280","","","image/jpeg","","","Graham Strouse, 1996","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/61/00001/VBP213.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special280.html"
"","","","special281","","","image/jpeg","","","Group at College Hall, Fall 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/74/00001/Admissions415.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special281.html"
"","","","special282","","","image/jpeg","","","Group of Girls, Fall 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/78/00001/Admissions423.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special282.html"
"","","","special283","","","image/jpeg","","","Group Talking, Fall 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/76/00001/Admissions420.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special283.html"
"","","","special284","","","image/jpeg","","","Group Walking, Fall 1999","","http://ncf.sobek.ufl.edu/content/NC/F0/00/10/69/00001/Admissions408.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special284.html"
"","","","special285","","","image/jpeg","","","H-Classrooms, October 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/93/00001/EC222.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special285.html"
"","","","special286","","","image/jpeg","","","Hall of Fame Property, April 1987","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/80/00001/Blue076.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special286.html"
"","","","special287","","","image/jpeg","","","Ham Center, Campus Scene, October 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/15/11/00001/SF295.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special287.html"
"","","","special288","","","image/jpeg","","","Hamilton Center, 1973","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/46/00001/EC323.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special288.html"
"","","","special289","","","image/jpeg","","","Hamilton Center, April 1984","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/91/00001/EC219.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special289.html"
"","","","special290","","","image/jpeg","","","Hamilton Center, Campus Scene, October 1977","","http://ncf.sobek.ufl.edu/content/NC/F0/00/12/95/00001/EC224.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special290.html"
"","","","special291","","","image/jpeg","","","Hamilton Center, Dining Room, December 1970","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/34/00001/EC304.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special291.html"
"","","","special292","","","image/jpeg","","","Hamilton Center Exterior, May 1973","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/45/00001/EC321.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special292.html"
"","","","special293","","","image/jpeg","","","Hamilton Center, February 1978","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/37/00001/EC307.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special293.html"
"","","","special294","","","image/jpeg","","","Hamilton Center, February 1979","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/31/00001/EC301.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special294.html"
"","","","special295","","","image/jpeg","","","Hamilton Center, January 1980","","http://ncf.sobek.ufl.edu/content/NC/F0/00/13/43/00001/EC318.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special295.html"
"","","","special296","","","image/jpeg","","","Hamilton Center, July 1981","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/37/00001/Blue002.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special296.html"
"","","","special297","","","image/jpeg","","","Hamilton Center Lounge, May 1973","","http://ncf.sobek.ufl.edu/content/NC/F0/00/11/41/00001/Blue006.jpg","","","","","","","","","","","","","","","","","","","","","","","","http://localhost:4000/specialformats/items/special297.html"
