objectid,cdmid,title,format,thumb,images,source,date,creator
special1,1,"2nd Court, PEI Dorms, January 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/83/00001/SF232.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/83/00001/SF232.jpg,http://ncf.sobek.ufl.edu/NCF0001483,1977,New College of Florida
special2,2,"41 Bridge, April 1985",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/71/00001/EC145.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/71/00001/EC145.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/71/00001/EC148.jpg,http://ncf.sobek.ufl.edu/NCF0001271,1985,New College of Florida
special3,3,"41 Overpass Construction, April 1985",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC137.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC137.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC138.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC139.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC140.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC141.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC142.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC143.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC144.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC146.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/EC147.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red364.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red365.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red366.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red367.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red368.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red369.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red370.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red371.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red372.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red373.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red374.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red375.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red376.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red377.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red378.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red379.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red380.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red381.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red382.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/70/00001/Red383.jpg,http://ncf.sobek.ufl.edu/NCF0001270,1985,New College of Florida
special4,4,"41, Zinns, Bay Shore Road A, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/82/00001/Blue078.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/82/00001/Blue078.jpg,http://ncf.sobek.ufl.edu/NCF0001182,1987,New College of Florida
special5,5,"Aaron Gustafson, 1996",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/45/00001/VBP064.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/45/00001/VBP064.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/45/00001/VBP065.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/45/00001/VBP066.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/45/00001/VBP067.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/45/00001/VBP068.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/45/00001/VBP069.jpg,http://ncf.sobek.ufl.edu/NCF0001545,1996,New College of Florida
special6,6,"Aerial, April 1984",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue088.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue088.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue089.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue090.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue091.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue092.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue093.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue094.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue095.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue096.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue097.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue183.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue184.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue185.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue186.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue187.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue188.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue189.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue190.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue191.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue192.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue193.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/92/00001/Blue194.jpg,http://ncf.sobek.ufl.edu/NCF0001192,1984,New College of Florida
special7,7,"Aerial, August 1985",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/06/00001/Blue179.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/06/00001/Blue179.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/06/00001/Blue180.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/06/00001/Blue181.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/06/00001/Blue182.jpg,http://ncf.sobek.ufl.edu/NCF0001206,1985,New College of Florida
special8,8,"Aerial from East Campus, January 1973",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/88/00001/EC215.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/88/00001/EC215.jpg,http://ncf.sobek.ufl.edu/NCF0001288,1973,New College of Florida
special9,9,"Aerials, April 1985",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC119.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC119.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC120.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC121.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC122.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC123.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC124.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC125.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC126.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC127.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC128.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC129.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC130.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC131.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC132.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC133.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC134.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC135.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC136.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC194.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC195.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC196.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC197.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC198.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC199.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC200.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC202.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC203.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC204.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC206.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC207.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC208.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC210.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC211.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC212.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/69/00001/EC214.jpg,http://ncf.sobek.ufl.edu/NCF0001269,1985,New College of Florida
special10,10,"Aerials, August 1985",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/Blue099.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/Blue099.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/Blue100.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/Blue101.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/Blue102.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC152.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC153.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC154.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC155.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC156.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC157.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC158.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC159.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC160.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC161.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC162.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC163.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/93/00001/EC164.jpg,http://ncf.sobek.ufl.edu/NCF0001193,1985,New College of Florida
special11,11,"Air View, East Campus, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/90/00001/Blue086.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/90/00001/Blue086.jpg,http://ncf.sobek.ufl.edu/NCF0001190,1987,New College of Florida
special12,12,"Air View, Museum & Caples A, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/89/00001/Blue085.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/89/00001/Blue085.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/89/00001/Blue098.jpg,http://ncf.sobek.ufl.edu/NCF0001189,1987,New College of Florida
special13,13,"Air View, Zinns, Etc., April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/91/00001/Blue087.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/91/00001/Blue087.jpg,http://ncf.sobek.ufl.edu/NCF0001191,1987,New College of Florida
special14,14,"Akido, 1992",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_247.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_247.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_248.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_249.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_250.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_251.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_252.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_253.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_254.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_255.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_256.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_257.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_265.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_266.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_267.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_268.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_269.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_270.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_271.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_272.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_273.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_274.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_275.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_276.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_277.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_278.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_279.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_280.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/95/00001/Admissions2_281.jpg,http://ncf.sobek.ufl.edu/NCF0001095,1992,New College of Florida
special15,15,Al Beulig,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/60/72/00001/FTD_002_021_00001.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/60/72/00001/FTD_002_021_00001.jpg,http://ncf.sobek.ufl.edu/AA00026072,1992,New College of Florida
special16,16,"Alisdair Lee, May 1998",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP101.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP101.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP102.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP103.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP104.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP105.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP106.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP107.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP108.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP109.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/49/00001/VBP110.jpg,http://ncf.sobek.ufl.edu/NCF0001549,1998,New College of Florida
special17,17,"Ambassadors, March 1989",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC258.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC258.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC259.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC260.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC261.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC262.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC263.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC264.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC266.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC267.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC268.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC269.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC270.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC274.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC275.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/EC276.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/SF001.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/SF002.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/SF003.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/SF004.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/SF005.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/SF006.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/20/00001/SF007.jpg,http://ncf.sobek.ufl.edu/NCF0001320,1989,New College of Florida
special18,18,Announcement of New College Architect,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/64/50/00001/East_Pei_0001.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/64/50/00001/East_Pei_0001.jpg,http://ncf.sobek.ufl.edu/AA00026450,1963,New College of Florida
special19,19,"Anthro Studio, Inside A, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/19/00001/SF084.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/19/00001/SF084.jpg,http://ncf.sobek.ufl.edu/NCF0001419,1987,New College of Florida
special20,20,"Anthropology Class with Dr. Maria Vesperi, May 1998",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/18/00001/Wallace072.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/18/00001/Wallace072.jpg,http://ncf.sobek.ufl.edu/NCF0001118,1998,New College of Florida
special21,21,Anthropology Lab Dedication,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/32/00001/ARCH2_016_009_00001.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/32/00001/ARCH2_016_009_00001.jpg,http://ncf.sobek.ufl.edu/AA00025632,1987,New College of Florida
special22,22,Anthropology Lab Dedication,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00041.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00041.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00042.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00043.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00044.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00045.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00046.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00047.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00048.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00049.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00050.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00051.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/56/38/00001/SPF_001_003_00052.jpg,http://ncf.sobek.ufl.edu/AA00025638,1987,New College of Florida
special23,23,"Anthropology Studio, Mask, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/21/00001/Blue239.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/21/00001/Blue239.jpg,http://ncf.sobek.ufl.edu/NCF0001221,1987,New College of Florida
special24,24,"Anthropology Studio Sign, April 1987",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/14/00001/Blue232.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/14/00001/Blue232.jpg,http://ncf.sobek.ufl.edu/NCF0001214,1987,New College of Florida
special25,25,"Arch to College Hall, May 1973",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/76/00001/WC005.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/76/00001/WC005.jpg,http://ncf.sobek.ufl.edu/NCF0001576,1973,New College of Florida
special26,26,"Arches, Fall 1999",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/52/00001/Admissions164.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/52/00001/Admissions164.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/52/00001/Admissions165.jpg,http://ncf.sobek.ufl.edu/NCF0001052,1999,New College of Florida
special27,27,"Archway, 1992",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/94/00001/Admissions2_239.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/94/00001/Admissions2_239.jpg,http://ncf.sobek.ufl.edu/NCF0001094,1992,New College of Florida
special28,28,"Archway, May 1998",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace238.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace238.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace239.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace240.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace241.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace242.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace243.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace244.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace245.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace246.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace247.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace248.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace249.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace250.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/26/00001/Wallace251.jpg,http://ncf.sobek.ufl.edu/NCF0001126,1998,New College of Florida
special29,29,"Aron Edidin, 1992",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP262.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP262.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP263.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP264.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP265.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP266.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP267.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP268.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP269.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP270.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP271.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP272.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP273.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/67/00001/VBP274.jpg,http://ncf.sobek.ufl.edu/NCF0001567,1992,New College of Florida
special30,30,"Aron Edidin, April 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/73/00001/SF193.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/73/00001/SF193.jpg,http://ncf.sobek.ufl.edu/NCF0001473,1977,New College of Florida
special31,31,"Aron Edidin, May 1977",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/93/00001/SF248.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/93/00001/SF248.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/93/00001/SF255.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/93/00001/SF256.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/93/00001/SF259.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/93/00001/SF260.jpg,http://ncf.sobek.ufl.edu/NCF0001493,1977,New College of Florida
special32,32,"Around the Library, May 1998",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/33/00001/Wallace290.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/33/00001/Wallace290.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/33/00001/Wallace291.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/33/00001/Wallace292.jpg,http://ncf.sobek.ufl.edu/NCF0001133,1998,New College of Florida
special33,33,"Art Class, April 1978",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/62/00001/SF153.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/62/00001/SF153.jpg,http://ncf.sobek.ufl.edu/NCF0001462,1978,New College of Florida
