objectid,cdmid,title,format,thumb,images,source,date,creator
special448,448,"NC Students & Professor D. Stevens, March 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/30/00001/SF326.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/30/00001/SF326.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/30/00001/SF332.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/15/30/00001/SF334.jpg,http://ncf.sobek.ufl.edu/NCF0001530,1981,New College of Florida
special449,449,"NC Students & Professor Lynndon Clough, September 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/33/00001/Blue264.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/33/00001/Blue264.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/33/00001/Blue268.jpg,http://ncf.sobek.ufl.edu/NCF0001233,1981,New College of Florida
special450,450,"NC Students, August 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/41/00001/Blue361.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/41/00001/Blue361.jpg,http://ncf.sobek.ufl.edu/NCF0001241,1981,New College of Florida
special451,451,"NC Students, Class, September 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/50/00001/Blue022.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/50/00001/Blue022.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/50/00001/Blue370.jpg,http://ncf.sobek.ufl.edu/NCF0001150,1981,New College of Florida
special452,452,"NC Students, Drama, September 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/29/00001/SF097.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/29/00001/SF097.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/29/00001/SF217.jpg,http://ncf.sobek.ufl.edu/NCF0001429,1981,New College of Florida
special453,453,"NC Students, East Campus Exterior, March 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/71/00001/Blue054.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/71/00001/Blue054.jpg,http://ncf.sobek.ufl.edu/NCF0001171,1981,New College of Florida
special454,454,"NC Students, Exterior, March 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/81/00001/SF229.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/81/00001/SF229.jpg,http://ncf.sobek.ufl.edu/NCF0001481,1981,New College of Florida
special455,455,"NC Students, Exterior, September 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/17/00001/SF082.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/17/00001/SF082.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/17/00001/SF226.jpg,http://ncf.sobek.ufl.edu/NCF0001417,1981,New College of Florida
special456,456,"NC Students, HC, July 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/03/00001/SF047.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/03/00001/SF047.jpg,http://ncf.sobek.ufl.edu/NCF0001403,1981,New College of Florida
special457,457,"NC Students Interior, March 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/05/00001/SF054.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/05/00001/SF054.jpg,http://ncf.sobek.ufl.edu/NCF0001405,1981,New College of Florida
special458,458,"NC Students, Interior, March 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/80/00001/SF223.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/80/00001/SF223.jpg,http://ncf.sobek.ufl.edu/NCF0001480,1981,New College of Florida
special459,459,"NC Students, Lab, 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/57/00001/Blue034.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/57/00001/Blue034.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/57/00001/Blue037.jpg,http://ncf.sobek.ufl.edu/NCF0001157,1981,New College of Florida
special460,460,"NC Students, March 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/39/00001/Blue359.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/39/00001/Blue359.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/39/00001/SF014.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/39/00001/SF046.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/39/00001/SF049.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/39/00001/SF050.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/12/39/00001/SF051.jpg,http://ncf.sobek.ufl.edu/NCF0001239,1981,New College of Florida
special461,461,"NC Students, Music & Professor R. Riddle, September 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/26/00001/SF319.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/15/26/00001/SF319.jpg,http://ncf.sobek.ufl.edu/NCF0001526,1981,New College of Florida
special462,462,"NC Students, Racquetball, March 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/46/00001/Blue015.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/46/00001/Blue015.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/46/00001/Blue016.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/46/00001/Blue021.jpg,http://ncf.sobek.ufl.edu/NCF0001146,1981,New College of Florida
special463,463,"NC Students, Raquetball, 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/45/00001/Blue012.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/45/00001/Blue012.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/45/00001/Blue014.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/45/00001/Blue017.jpg,http://ncf.sobek.ufl.edu/NCF0001145,1981,New College of Florida
special464,464,"NC Students, September 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/40/00001/Blue360.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/40/00001/Blue360.jpg,http://ncf.sobek.ufl.edu/NCF0001240,1981,New College of Florida
special465,465,"NC Students, West Campus Exterior, March 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/14/00001/SF074.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/14/00001/SF074.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/14/00001/SF075.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/14/14/00001/SF081.jpg,http://ncf.sobek.ufl.edu/NCF0001414,1981,New College of Florida
special466,466,"NC Students/Class, September 1981",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/89/00001/SF010.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/89/00001/SF010.jpg,http://ncf.sobek.ufl.edu/NCF0001389,1981,New College of Florida
special467,467,"NC Summer Seminar for High School Students, July 1984",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue064.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue064.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue065.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue066.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue067.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue068.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue069.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue070.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue071.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue072.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue073.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue074.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/11/79/00001/Blue075.jpg,http://ncf.sobek.ufl.edu/NCF0001179,1984,New College of Florida
special468,468,"NC Thesis Room, Fall 1999",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions058.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions058.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions059.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions060.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions061.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions062.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions270.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions271.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions272.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions273.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions274.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions275.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions276.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions277.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions278.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions279.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions280.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions281.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions282.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions283.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/45/00001/Admissions284.jpg,http://ncf.sobek.ufl.edu/NCF0001045,1999,New College of Florida
special469,469,"NCF Trustee Meeting, November 11, 1983",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red176.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red176.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red177.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red178.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red180.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red181.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red182.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red183.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red184.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red185.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red186.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red187.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/13/77/00001/Red188.jpg,http://ncf.sobek.ufl.edu/NCF0001377,1983,New College of Florida
special470,470,"New Caples, Fall 1999",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/57/00001/Admissions197.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/57/00001/Admissions197.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/57/00001/Admissions198.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/57/00001/Admissions199.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/57/00001/Admissions200.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/57/00001/Admissions201.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/57/00001/Admissions202.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/57/00001/Admissions203.jpg,http://ncf.sobek.ufl.edu/NCF0001057,1999,New College of Florida
special471,471,"New College, 2001",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree003.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree003.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree004.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree008.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree009.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree010.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree011.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree012.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree015.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree016.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree017.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree018.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree020.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree023.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree025.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree026.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree028.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree029.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree030.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree031.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree032.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree033.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree034.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree035.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree036.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree037.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree038.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree039.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree040.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree041.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree042.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree043.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree044.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree045.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree046.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree047.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree048.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree050.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree051.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree053.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree055.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree056.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree057.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree058.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree059.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree060.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree061.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree062.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree063.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree064.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree065.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree066.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree067.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree068.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree069.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree070.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree072.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree073.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree074.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree075.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree076.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree077.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree079.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree080.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree088.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree091.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree092.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree094.jpg;http://ncf.sobek.ufl.edu/content/NC/F0/00/10/34/00001/AdmissionsThree095.jpg,http://ncf.sobek.ufl.edu/NCF0001034,2001,New College of Florida
special472,472,New College architect announced,image/jpeg,http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_003_0003_00001.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_003_0003_00001.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_004_0004_00002.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_005_0005_00003.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_006_0006_00004.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_007_0007_00005.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_008_0008_00006.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_009_0009_00007.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_010_0010_00008.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_011_0011_00009.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_012_0012_00010.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_013_0013_00011.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_014_0014_00012.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_015_0015_00013.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_016_0016_00014.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_017_0017_00015.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_018_0018_00016.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_019_0019_00017.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_020_0020_00018.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_021_0021_00019.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_022_0022_00020.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_023_0023_00021.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_024_0024_00022.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_025_0025_00023.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_026_0026_00024.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_027_0027_00025.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_028_0028_00026.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_029_0029_00027.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_030_0030_00028.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_031_0031_00029.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_032_0032_00030.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_033_0033_00031.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_034_0034_00032.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_035_0035_00033.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_036_0036_00034.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_037_0037_00035.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_038_0038_00036.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_039_0039_00037.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_040_0040_00038.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_041_0041_00039.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_042_0042_00040.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_043_0043_00041.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_044_0044_00042.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_045_0045_00043.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_046_0046_00044.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_047_0047_00045.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_048_0048_00046.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_049_0049_00047.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_050_0050_00048.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_051_0051_00049.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_052_0052_00050.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_053_0053_00051.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_054_0054_00052.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_055_0055_00053.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_056_0056_00054.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_057_0057_00055.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_058_0058_00056.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_059_0059_00057.jpg;http://ncf.sobek.ufl.edu/content/AA/00/02/64/54/00001/ARCH1_060_0060_00058.jpg,http://ncf.sobek.ufl.edu/AA00026454,1963,New College of Florida
special473,473,"New College Campus, September 1985",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/13/00001/Wallace038.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/11/13/00001/Wallace038.jpg,http://ncf.sobek.ufl.edu/NCF0001113,1985,New College of Florida
special474,474,"New College Classroom Area, Undated",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/30/00001/Blue260.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/12/30/00001/Blue260.jpg,http://ncf.sobek.ufl.edu/NCF0001230,"undated, circa 1970s",New College of Florida
special475,475,"New College Dorms, Undated",image/jpeg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/91/00001/SF246.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/14/91/00001/SF246.jpg,http://ncf.sobek.ufl.edu/NCF0001491,"undated, circa 1970s",New College of Florida
